rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-7602-dup-1, usa, f, 93, 19870102, ms, isabelle, fischer, vicf, craiie, 2871, 10, constitution avenue, cranbrook, 618 32324719, 1348838, 1, NoRole
rec-6376-dup-1, , f, 33, , , lacban, , vif, ashboure, 4633, 51, , , 618 03257600, 5622385, 7, NoRole
rec-7601-dup-0, , f, , 19130612, , kaitlin, lo, ns, mkratj hill, 6011, 6, krum jtrit, , , 6052154, 6, NoRole
rec-8201-dup-0, fin, n, 26, 19921017, , kiara, kaur a n n, nsw, and0, 2 204, 4, duffy street, oroonaka  tation, 2 S572 103, 3378 91, 0, NoRole
rec-2846-dup-1, usa, m, 33, 19850714, hon, si mone, mcdowell, qld, cars ai s, 3 8 6, 2 8, kellic k place, , 3 82055223, 101 905, 2, NoRole
rec-2125-dup-1, , f, 27, 19910502, ms, lura, chorley, , loganhplme, 2193, 6, bargang crescent, , 02 16937973, 8278694, 1, NoRole
rec-7768-dup-2, nor, , 27, 19910818, mr, kkatlin, mykland, nsw, klen wilyam, 3102, 18, kary plake, , 2 61062121, 2209955, 1, NoRole
rec-9378-org,   chi, f, 31, 19871004, , makayla, fou, sa, athelstone, 5107, 34, tinaroo place, , 07 21102930, 6358920, 8, NoRole
rec-8775-org,   swe, f, 27, 19911121, , joshua, eliasson, nsw, acacia gardens, 2259, 47, horizon avenue, maritime cottage, 07 84310740, 9477110, 1, NoRole
rec-5305-org,   wel, f, 27, 19910309, ms, aidyn, bellis, , thornlie, 2035, 8, albermarle place, bindaree, 02 59299168, 1996935, 7, NoRole
rec-5126-dup-1, eng, f, 25, 1993o113, ms, willim, newpo t, nsvv, koraleigh, 3150, 2 , rushbro  k circuit, , 612 4305 489, 5375 89, 8, NoRole
rec-8718-org,   unk, f, 32, 19860711, dr, bree, strapp, qld, thompson point, 4565, , brahe place, , 3 36608284, 8357223, 7, NoRole
rec-2481-org,   chi, f, , 19141017, , joel, lou, nsw, combara, 3129, 172, lambell close, bella dona, 03 68766007, 4477603, 8, NoRole
rec-3848-org,   usa, f, 7, 20111010, , diamond, clemons, nsw, bingara, 2338, 4, hawker street, summerdale medical centre, , 3163881, 7, NoRole
rec-544-org,   eng, , , 19120206, , harrison, cookson, nsw, university of sydney, 5108, 2, angas street, , 2 90605638, 4756287, 3, NoRole
rec-6972-dup-0, eng, v, 29, 19890227, , jack, obson, nzw, langley vale, 3188, 21, ashburner street, nza outloocckk villge, 612 30892381, 7591144, 3, NoRole
rec-1477-org,   eng, , 23, 19951025, , patrick, victor, vic, tooradin, 2790, 9, crichton crescent, , 8 46777125, 2186830, 7, NoRole
rec-1935-dup-1, eng, f, 8, 20101118, , chloe, robe rt, tas, clift on beach, 3 6 ,   , gi1more crescent, , 07404 29565, 6641 57, 9, NoRole
rec-9760-org,   usa, f, 27, 19910113, ms, rosie, knapp, , belconnen, 7011, 7, marcus clarke street, , 07 79340447, 2246459, 5, NoRole
rec-5006-org,   eng, f, 33, 19850824, ms, jack, marchand, nsw, jewells, 2489, 44, catchpole street, , 02 95014305, 1164831, 5, NoRole
rec-5702-org,   usa, f, , 19110214, , bethany, mercado, , hawthorn, 4211, 12, whinham place, , , 1735078, 9, NoRole
rec-4382-org,   cze, f, 24, 19941208, dr, erin, , nsw, watanobbi, 4110, 116, chevalley loop, , 02 34140254, 3918904, 3, NoRole
rec-3573-org,   eng, f, , 19820917, , dylan, christopherson, nt, areyonga, 6110, 34, nakala place, emerandi, 613 37677888, 6644206, 3, NoRole
rec-3964-dup-2, unk, f, 30, 19880701, mr, lucck, skovild, daz, sandford, 5048, 39, hazel street, edrick, 7 28392147, 2547160, 0, NoRole
rec-2118-org,   eng, m, , 19240521, , kate, verity, nsw, gravesend, 4352, 149, galmarra street, robertson barracks, 612 62822529, 9953575, 3, NoRole
rec-2925-org,   usa, m, 26, 19921126, , madelyn, lowe, , kirrawee, 3228, 2, kevin street, , 04 05810322, 3762248, 2, NoRole
rec-8275-org,   chi, f, 11, 20070610, , giaan, leung, nsw, black rock, 2790, 50, gellibrand street, locn 105, 02 72798374, 6739462, 3, NoRole
rec-9050-dup-0, eng, m, 9, 20090823, ms, ckaidlin, , za, adelaid, 5086, 79, hampton kircuit, hill cotag, 7 08079847, 6330602, 3, NoRole
rec-215-org,   usa, , 30, 19881128, ms, jasmine, burt, qld, chermside, 4670, 9, feathertop street, , 3 88482227, 9147567, 0, NoRole
rec-3760-org,   chi, f, 19, 19990519, , shannon, kuang, qld, simmie, 2650, 7, ainsworth street, demountable bldg, 613 16970200, 1427285, 0, NoRole
rec-1663-org,   tha, f, 12, 20061003, , sarsha, ard, vic, dunkeld, 3500, 16, vale place, , 8 08821399, 4486952, 8, NoRole
rec-8469-dup-0, ger, v, , 19471019, , pradlei, isekenmir, ckwlt, duwong, 4051, 16, pethebridge street, paroa finn & texel stud, 3 15030003, 5900098, 2, NoRole
rec-2092-org,   ind, , 21, , mr, lily, swarnkar, vic, boho south, 6064, 23, blackman crescent, , 8 03166519, 1732136, 5, NoRole
rec-4994-dup-1, ger, f, 3 8, 19801206, , charlotte, zies er, s , cowandilla, 2145, 270, gorri e c l ose, , 617 82019069, 9624066, 6, NoRole
rec-9233-org,   usa, m, 22, 19960827, hon, noah, mccarthy, qld, jacobs well, 5047, 15, adair street, , 613 35164869, 2032348, 1, NoRole
rec-419-dup-0, eng, d, 28, 19900411, , kieemsn, milvurn, nse, kiora, 3073, 40, , marsnui, 2 04919969, 9670553, 8, NoRole
rec-9301-org,   rus, f, 41, 19770102, , keegan, stelmakh, nsw, granville, 4012, 3, real place, gullamurra, 02 93090538, 6942641, 8, NoRole
rec-7366-dup-2, eng, f, 34, 19860214, ms, kira, , , bundaberg, 6112, 34, arthur ctixle, flr 5 john flynn medical centre, 02 74742766, 5838694, 6, NoRole
rec-2245-org,   usa, , 36, 19820912, , talyah, spence, qld, ironpot, 4812, 30, lewis luxton avenue, hopeview, 03 05805257, 9442508, 2, NoRole
rec-2946-org,   unk, , 35, 19830725, ms, william, scjum, nsw, westmead, 5092, 1, irvine street, , 612 82289173, 8371446, 2, NoRole
rec-4641-dup-0, eng, f, , 19830151, mr, , alberst, qld, duncraig, 5159, , hosking place, , 3 73078593, 3997439, 7, NoRole
rec-3644-org,   ind, m, 35, 19830611, , zane, malini, sa, yelta, 2035, 187, purser street, , 07 05804494, 4669611, 3, NoRole
rec-3448-dup-0, cze, f, 27, , , kafla, piasekhi, qld, coochiemudlo island, 2258, , fawkner treet, , 03 04161286, 1793463, 9, NoRole
rec-8361-org,   usa, f, 31, , , kailey, alford, vic, sydenham, 2540, 7, leeper place, , 08 73564620, 7333813, 0, NoRole
rec-2840-dup-0, unk, f, 33, 19850208, dr, tanielle, aani, wa, maianup, 4014, 44, jugaahloav kircuit, caprion retiement, 07 00364118, 3769600, 5, NoRole
rec-6355-org,   chi, f, 32, 19860801, , lewis, tu, nsw, mill park, 3070, 1, hurtle avenue, struan hse, 2 79613057, 9352549, 1, NoRole
rec-7433-dup-0, ita, m, 29, 19891226, ms, caeron, calzolai, , malver n east, 3550, 115, oman p  ace, birubibch c r van park, 08 29 5 8186, 6818508, 5, NoRole
rec-6857-org,   usa, f, 34, 19840412, ms, jordan, miranda, nsw, maroubra, 2200, 22, goyder street, , 2 13732728, 3626041, 8, NoRole
rec-487-org,   hun, f, 24, 19940828, , emiily, tessedik, vic, toorak, 3463, 8, tarrant crescent, , 618 13157390, 9787469, 4, NoRole
rec-483-org,   ind, f, , 19780411, dr, teileah, savarna, wa, mount claremont, 6069, 21, spica street, kooyong, 618 24132685, 8735901, 7, NoRole
rec-4881-org,   ina, f, 7, 20110203, , danielle, budiman, nsw, sandy point, 4068, 31, petterd street, , 612 46214685, 1602590, 5, NoRole
rec-8371-org,   unk, f, 32, , ms, lynae, abbatista, , kirrawee, 3149, 473, carstensz street, kaweku park, 07 75286425, 6406310, 1, NoRole
rec-7158-dup-1, unk, m, , 19490330, , jack, scorsone, wa, muj, 5050, 54, chipperfieldsycircuit, , 08 59185380, 2948182, 1, NoRole
rec-3542-org,   unk, , 27, 19910204, ms, tiahnee, aarts, qld, scrub creek, 5006, 17, roseworthy crescent, byamee, 3 77492394, 1118219, 7, NoRole
rec-6573-org,   ger, f, 31, 19870208, ms, christopher, brott, nsw, colyton, 2042, 728, alsop close, , 2 83060107, 2549504, 2, NoRole
rec-603-org,   eng, f, 29, 19890412, , zac, abrahamson, qld, town common, 4109, 16, brooke place, villa 2, 03 68234229, 9237710, 7, NoRole
rec-9854-org,   unk, f, 27, 19911020, , adam, aaternir, vic, carrum, 3869, 14, tiptree crescent, brentwood vlge, 08 87992244, 8687901, 9, NoRole
rec-9838-org,   usa, m, , 19450423, , sophie, fitzgerald, sa, sanderston, 3919, 28, griffith place, rowan lodge, 7 32835229, 6489996, 7, NoRole
rec-4713-org,   rus, f, 32, 19860801, pfc, caitlin, hryniv, vic, hampton park, 2745, 12, macgregor street, , 8 65937636, 9510512, 6, NoRole
rec-5579-dup-0, sri, m, 32, 19861208, , ta y a, rod rigo, , moo ooka, 3192, 2 , mentone u ew, , 08 903 0330, 742344 7, 5, NoRole
rec-1156-dup-1, eng, , 26, 19920 03, , maddis on, hagg rd, qld, no by, 552 3, 12, cahal nplace, , 613 17069596, 2281 12, 0, NoRole
rec-6418-org,   usa, , 33, 19850927, pfc, beau, graham, qld, rockhampton, 3629, 44, bennelong crescent, , 03 91291247, 8233631, 6, NoRole
rec-4593-dup-1, rom, f, , 19380420, , harri on, vlad, vi , cob u r9, 279 4, 26, h'lrschfe l  c rescent, , 618 46836596, 8392957, 0, NoRole
rec-266-org,   usa, f, 23, 19950501, , abbey, woodward, nsw, greenethorpe, 3377, 130, corinna street, , 612 41727465, 7886566, 6, NoRole
rec-9641-dup-2, usa, f, 33, 19850 17, , gianni, f0r , , palmis and, 4702, l, murranj i s treet, , 08 73002380, 2466853, 9, NoRole
rec-4120-dup-0, eng, m, 26, 19921026, , dalan, fraseah, nsw, konjola, 5039, 3, collings sdreet, htenz, 2 30422609, 1623245, 9, NoRole
rec-1637-org,   unk, f, , 19550113, mr, joshua, scopel, act, kambah, 2200, 8, bemboka crescent, , 02 88256813, 5588416, 4, NoRole
rec-7881-org,   usa, f, 31, 19870812, , jasmine, lee, nsw, broadwater, 2231, 182, clamp place, , 02 26382773, 9856257, 8, NoRole
rec-6750-org,   ind, f, , 19680716, , jordan, sudeva, nsw, cecil park, 2560, , tarrant crescent, , 2 66964190, 4858117, 7, NoRole
rec-360-dup-2, eng, f, , 19280217, , domaj, soiner, sa, morphett vale, 2850, 351, temperly strit, , 617 10659403, 9075606, 5, NoRole
rec-6246-org,   chi, m, 14, 20040430, , paris, tzang, nsw, moonan flat, 5070, 30, michael holt crescent, , 02 57540544, 1746893, 7, NoRole
rec-6865-dup-0, usa, , 2 , 19951016, ms, joan a, munoz, n sw, kirri  lli, 3196, 10, tungun  t reet, sprin g  ale, 02 26650538, 7256315, 9, NoRole
rec-6410-dup-0, eng, f, 33, 19851117, ms, voep, akers, wa, dandaning, 3943, 116, liecjfield place, rosedale, , 1554528, 7, NoRole
rec-2671-org,   swe, f, 22, 19961218, ms, naomi, forstan, vic, broadmeadows, 2759, 95, , , 8 70312971, 6282852, 6, NoRole
rec-2125-org,   , f, 27, 19910502, ms, laura, chorley, , loganholme, 2195, 39, bargang crescent, , 02 16937973, 3613198, 1, NoRole
rec-7374-dup-1, ser, , , 19050904, ms, jo s u a, sijercic, vic, murm u gee, 3161, 1 , , , 08 63368768, 9488160, 6, NoRole
rec-8390-org,   ind, f, 22, 19960928, , jasmine, pooja, wa, elabbin, 3350, 1, kelleway avenue, , 8 40258104, 7478239, 5, NoRole
rec-6374-org,   eng, m, , 19280818, mr, ella, boivin, qld, hervey bay, 3030, 7, marsden street, maralea, 03 43647834, 2303980, 9, NoRole
rec-8402-org,   ind, f, , , , georgia, jindal, nsw, pitt town, 2913, 12, morgan crescent, , 2 96997561, 7991929, 0, NoRole
rec-7416-dup-0, usa, m, 33, 20070103, ms, benjamin, riddle, , fairfiekd heights, 2347, 5, beetaloo street, , 02 18855778, 7357808, 7, NoRole
rec-2662-dup-1, fre, m, 35, 19830 528, , li a  , maon, ns w, mulleng ndra, 616 , 42, abrahams crescent, , 0208892748, 6943855, 7, NoRole
rec-8180-org,   unk, f, 31, 19870420, ms, hayden, abbatista, vic, mount duneed, 6103, 22, ashkanasy crescent, bradshaw crt kirkbrae village, 618 68418531, 4401610, 9, NoRole
rec-8249-dup-0, jew, f, Z, 19910904, ,  ca e b, garbacz, qld, vvantrna, 4306, 1, ogdenclose, , , 6045248, 5, NoRole
rec-8406-dup-0, sri, f, 13, 20051 11, , arabela, ratn yake, , labra or, 2778, 824, duqan str eet, brentwood vil age, 02 75 7 4688, 4773716, 1, NoRole
rec-3596-org,   unk, f, , 19680818, , leo, strazzari, qld, dululu, 2070, 43, phelp court, belmont towers, 3 02648910, 7372461, 0, NoRole
rec-761-org,   ger, f, , 19591208, , chloe, grtner, vic, mailer flat, 3043, 66, downard street, terara house, 8 59829640, 8013689, 4, NoRole
rec-6516-dup-1, fin, f, 30, 19880728, , samanta, lokonen, nsw, wootstocck, 2705, 32, chrijtmas street, rosetta vilage, 612 78075680, 4545842, 1, NoRole
rec-631-dup-0, unk, , , 19670630, , , abbetm yer, vic, strat ore, 2165, 5, karua street, , 0868466640, 7 49182, 5, NoRole
rec-5057-dup-0, eng, v, 38, 19800324, , erin, boneah, vic, mina, 3136, 61, zdrickland cressent, , 08 49485600, 2689999, 2, NoRole
rec-9466-org,   eng, f, , 19560501, , thomas, carlyle, qld, cape hillsborough, 4207, 18, bannister garden, medical centre, 3 46956986, 2772386, 0, NoRole
rec-8272-org,   usa, , , 19290624, , harry, vance, vic, spearwood, 2250, 12, cabarita terrace, , 07 65400562, 9285802, 3, NoRole
rec-3899-org,   eng, f, 33, 19850204, ms, vanessa, elmerson, wa, boranup, 3765, 6, kelpie place, locn 3439, 8 39398872, 9567467, 1, NoRole
rec-5613-org,   usa, f, 37, 19810105, dr, sophie, salinas, act, spearwood, 2282, 111, francis street, , , 1991650, 5, NoRole
rec-6144-dup-0, eng, f, 19, 19990604, , carlest, rayneahshon, nsw, purrinjucck, 2079, 2, kurronk jtreet, , , 9792899, 2, NoRole
rec-6322-org,   unk, m, 37, 19810603, ms, jaiden, aballon, qld, kaban, 2000, 136, starke street, morris arcade, , 5333228, 4, NoRole
rec-1743-org,   eng, f, 38, 19800730, , ruby, espenson, sa, minlaton, 6530, 3, renmark street, , 07 90863771, 4595813, 3, NoRole
rec-2803-dup-1, eng, f, 3z, 198 61029, , sanue, walm s ley, qld, elliott head5, 2067, 27, a'becket t street, wildern ss, 02 12541227, 2168234, 8, NoRole
rec-5249-org,   ser, f, 35, 19830311, dr, hudson, zerec, sa, eagle on the hill, 2795, 84, marr street, , 617 15838108, 9472625, 9, NoRole
rec-65-org,   usa, , 30, 19880528, , harley, benjamin, wa, villawood, 7249, 1, jemalong street, villa 1/4, 08 12448714, 6394257, 3, NoRole
rec-2002-org,   unk, m, , 19000609, mr, yana, aaternir, , lalor, 4216, 8, adams place, boundary farm, 04 55886963, 4192808, 0, NoRole
rec-885-org,   chi, f, 41, 19770616, , catherine, chiao, qld, glenrae, 4563, 30, mcmaster street, , 03 54009891, 6343572, 2, NoRole
rec-7507-org,   unk, f, , 19180817, , william, strahn, qld, bongaree, 4153, 4, forbes street, , 3 59378981, 1634212, 3, NoRole
rec-120-org,   eng, f, 12, 20060416, mr, hannah, christison, qld, wulkuraka, 3106, 11, ferguson place, , 03 49835781, 5310705, 6, NoRole
rec-3017-org,   chi, m, 35, 19831021, , mattheo, xun, nsw, killabakh, 2031, 32, burge close, , 2 29023714, 1593810, 5, NoRole
rec-1265-org,   unk, f, 38, 19801026, hon, william, strawbridge, qld, mundingburra, 6050, 27, franks place, , 3 53000610, 6944885, 6, NoRole
rec-8152-org,   ger, f, 33, , , lucy, messmer, vic, wulgulmerang, 2039, 11, dooring street, , 07 06244754, 2653814, 6, NoRole
rec-6370-org,   unk, f, 26, 19920503, , jordan, sclater, nsw, sandy flat, 4011, 115, blacket street, llantwit house, 612 13668095, 8464578, 5, NoRole
rec-716-org,   unk, m, 33, 19850713, ms, bayley, strapp, vic, wycheproof, 4870, 6, gouger street, nevah farm, 08 58530399, 1805877, 6, NoRole
rec-4269-org,   ser, , 7, 20110405, mr, elisha, djerek, vic, belvedere park, 5017, 12, chubb street, , 08 05081475, 9464056, 3, NoRole
rec-4913-org,   , f, 10, 20080925, , joel, petersen, nsw, holmesville, 4132, 293, gair place, , 612 27710102, 6631062, 1, NoRole
rec-6674-org,   usa, m, , 19590107, ms, , jenkins, tas, turners marsh, 2042, 2, millen street, spring creek, 617 45039689, 4540965, 5, NoRole
rec-6759-org,   chi, f, 24, 19941211, , isabella, zo, sa, kyancutta, 5114, 12, buchanan street, pontresina, 07 44262022, 9737168, 7, NoRole
rec-7275-org,   chi, , 26, 19921023, , jesse, shun, qld, the leap, 2160, 7, green street, beauty bend, 613 81800046, 1216660, 0, NoRole
rec-6551-dup-0, ser, , 25, , , alicia, mujkic, qld, broadbeaxhpwaters, 2444, 88, , , 613 43204968, 9250425, 0, NoRole
rec-1718-org,   usa, f, 32, 19860123, , tasman, thomas, qld, east toowoomba, 6069, 15, huxley place, , 3 94636717, 5759795, 9, NoRole
rec-1941-org,   ind, f, , 19901014, ms, lucas, samran, vic, zilzie, 6391, 413, eleanora street, , 8 72864717, 7686801, 7, NoRole
rec-9836-dup-1, , f, 2 4, 19941227, , bradley, maynard, qld, monap ark, 600 9, 38 , gaunsonc escent, ballar kona, 34577 270, 1619289, 8, NoRole
rec-5895-org,   usa, , , 19120211, , bethany, barron, nsw, charlestown, 4067, 102, heagney crescent, rockwell garden, 2 76298118, 3361624, 3, NoRole
rec-9109-org,   usa, f, 24, 19940901, ms, lachlan, contreras, sa, louth bay, 2284, 31, oxley street, the willows, 07 44060820, 5504468, 9, NoRole
rec-4861-dup-0, tur, f, 3 4, 19840110, ms, sop i e, kurtbek, ns w, uppe r m y all, 4310, 110, vickerscrescent, , 08 03926340, 2386505, 4, NoRole
rec-9366-org,   ger, f, 12, , , ellen, meier, nsw, bombala, 2340, 3, tenison-woods circuit, gummy gully, 02 53307838, 3967526, 2, NoRole
rec-3110-org,   ara, m, 28, 19900523, mr, james, hurya, vic, south melbourne dc, 2666, 9, tregear close, , 08 47456050, 2149865, 0, NoRole
rec-678-org,   ser, f, 34, 19841017, ms, michael, bogati, nsw, bundeena, 4626, 44, maribyrnong avenue, canowindra, 2 63288752, 1438997, 7, NoRole
rec-8539-dup-1, nor, f, 33, 19851207, , br o e e, elvsted, q l, hawth orn, 6156,  1 , millpos t close, gillin park, 03 76213781, 7287 02, 6, NoRole
rec-1690-org,   eng, m, 32, 19861016, ms, kadin, jepson, qld, eidsvold west, 4556, 129, newbery crescent, , 3 02387068, 6803333, 0, NoRole
rec-9831-dup-0, hun, f, 27, 19910328, , eth an, ka etan, vic, chelte ham, 2121, , higgins cr  cent, wide bay capr corn house, 618 1 849578, 992 392, 9, NoRole
rec-970-org,   ind, f, , 19671108, ms, lauren, sippy, vic, molesworth, 3533, 11, lawrence wackett crescent, kianinny cabins, 08 33237081, 7049874, 6, NoRole
rec-1208-org,   unk, f, 25, 19930601, , archie, strawbridge, qld, buddina, 3350, 1, wambo close, , 03 32709554, 2241824, 6, NoRole
rec-7695-org,   eng, m, 33, 19850921, , keegan, christenson, sa, banksia park, 2224, , maddock place, culgoa, 617 49049041, 8240970, 9, NoRole
rec-6683-org,   eng, f, 35, 19830301, , harrison, senior, nsw, clontarf, 6027, 2539, snowball place, kidaman creek, 612 57295136, 2603136, 4, NoRole
rec-7828-dup-0, ara, , 38, 19800626, , willyam, haneefah, vik, kolakolac, 4103, 3, ord ztreet, jt vrancis vlke, 8 84072895, 5274922, 4, NoRole
rec-2762-org,   usa, , 27, , , oliver, knight, vic, invergordon, 4885, 11, carandini street, st martha's hostel, 08 74454036, 9407327, 4, NoRole
rec-8219-org,   unk, f, 34, 19840502, , mason, stratou, vic, toorak, 6065, 47, sullivan crescent, , 04 74816094, 4346195, 7, NoRole
rec-5132-org,   usa, f, , 19651124, , marlee, barry, nsw, dalton, 6050, 25, mueller street, hibiscus retirement resort, 612 82308336, 2645890, 2, NoRole
rec-275-org,   dut, m, 27, 19911213, , ayden, snoek, qld, cannonvale, 4311, 2, yerrabi place, , 03 55366530, 5415698, 3, NoRole
rec-4226-dup-2, tha, f, , 19690413, , matt ew, pr  , n s w, pallamallawa, 304 , 15, canberracentre (  xt to medicare), , 02 550 9526, 6683745, 8, NoRole
rec-1820-org,   , f, 26, 19920430, , riley, boileau, vic, north bendigo, 2165, 1, nardoo crescent, jemaree, 618 03566893, 2752698, 9, NoRole
rec-1884-dup-0, nor, f, , 19890808, ms, ja cob, li e, vi  , oaklands j unction, 3012, 1 , lovegrov  place, , 618 61950430, 3495 287, 4, NoRole
rec-6022-dup-0, chi, m, 9, 20090317, ms, lili, htsianck, vic, dorquay, 2161, 206, morehead street, tanaloa, 8 02209571, 6775002, 3, NoRole
rec-2014-dup-2, ind, f, , 192 03 1, , felic ty, polavarapu, , brinkin, 277 , 2, dyte p ace, , 0404345988, 3074888, 9, NoRole
rec-5701-org,   ita, m, 64, , , madeline, menocchio, nsw, , 4124, 4, wattle street, , 2 82130428, 2080332, 6, NoRole
rec-7662-dup-0, ger, f, 25, 19930803, , evan, erneah, vic, pialong, 3137, 8, holman street, ripon estate, 618 99096818, 3567106, 1, NoRole
rec-7460-dup-0, unk, f, 24, 19941112, , maknustt, ztreckfuss, qld, noppy, 3199, 7, kromwell sircuit, , 03 51624628, 6506106, 9, NoRole
rec-813-org,   vie, m, , 19050111, , jordan, ut, qld, seventeen mile rocks, 3174, 14, staaten crescent, , 613 04130552, 7843199, 9, NoRole
rec-8926-dup-0, unk, , , 19991017, ms, emiily, sclater, wc, san remo, 3222, 1, ijong street, giniderra, 07 47966949, 2941658, 6, NoRole
rec-7299-org,   usa, f, 26, 19920607, dr, megan, hobbs, vic, heidelberg heights, 2305, 106, macintyre place, amboyne, 618 80965490, 4526547, 8, NoRole
rec-3479-org,   usa, f, , 19030720, , archer, ward, vic, eastern view, 4702, 13, arabana street, , , 3837123, 5, NoRole
rec-1627-org,   ita, m, 19, 19991003, ms, carmen, secci, nsw, east albury, 6150, 14, fihelly street, , 02 58674311, 1362580, 3, NoRole
rec-256-org,   , f, 30, 19880324, , ethan, attle, qld, east innisfail, 2227, 202, petterd street, , 613 67151656, 3617560, 9, NoRole
rec-9913-org,   usa, f, , 19160907, , caleb, gaines, vic, tallangatta, 5046, 11, burdekin avenue, rsl connie fall, 08 22489829, 3850154, 8, NoRole
rec-6731-org,   tha, f, 23, 19950623, , shana, pisitna, , coffs harbour, 3764, , hodgson crescent, , 02 89735593, 9714415, 9, NoRole
rec-9142-org,   por, f, 13, 20050303, , caresse, baia, , myrtleford, 2752, 64, withnell circuit, wisteria, 07 48380302, 4526337, 7, NoRole
rec-2715-dup-0, unk, f, 3 0, 19880 26, , re u e, strat u, act, weston, 650, 5, tebbutt place, , 612 547  775, 3701113, 8, NoRole
rec-4025-org,   ind, , 39, 19791127, ms, samantha, pushkarini, nsw, tinpot, 2200, 89, storey street, watchorns hill, 2 38783779, 4772011, 6, NoRole
rec-7121-org,   eng, f, 9, 20090216, , ashleigh, simms, vic, armadale north, 2148, 28, bangalay crescent, , 8 62745196, 8643021, 7, NoRole
rec-8780-org,   eng, , 36, 19821129, , lauren, haroldson, nsw, bonnet bay, 2076, 170, french street, , 02 01558137, 5893172, 1, NoRole
rec-1522-org,   usa, f, 30, 19881212, mr, aidan, graves, vic, cardinia, 2541, 6, de mestre place, , 08 83293676, 2904848, 2, NoRole
rec-9683-org,   spa, f, 34, 19840123, , larissa, pimental, nsw, guerilla bay, , 479, beatham close, flr 2 dunkheld garden, 02 87199752, 5022349, 1, NoRole
rec-7812-org,   ita, , 31, 19870422, mr, brody, sico, , hackham west, 6053, 32, warrumbul street, , 04 49332583, 5692151, 7, NoRole
rec-8521-org,   usa, m, 22, 19960908, , tyler, huff, qld, torbanlea, 2120, 45, cubillo crescent, , 03 84990251, 1509712, 1, NoRole
rec-3251-dup-1, usa, f, , 19640926, , isaac, pettv, ns w, west    e, 304 , 1, mugga lane, , 04 52488060, 360292, 9, NoRole
rec-7006-dup-0, usa, f, , 19520210, , , cken, kwld, byfield, 2343, 49, boddinkton crescent, taraklen, 03 80111415, 4001769, 6, NoRole
rec-4165-org,   rus, f, 20, 19981008, , benjamin, blagoev, sa, yalata, 2464, 13, fitchett street, hayfield vlge, 7 63446132, 5345268, 0, NoRole
rec-3804-dup-0, eng, , 30, 19880802, , alisha, travers, nsw, cawdof, 2127, 4, cricm place, , 02 22179106, 3744527, 4, NoRole
rec-4591-org,   usa, f, 31, 19870925, , sophie, cantrell, vic, keilor downs, 4556, 145, florence taylor street, , 08 00857656, 8467014, 3, NoRole
rec-7176-org,   cze, f, 32, 19861112, , ruby, piskura, sa, thirroul, 2153, 40, epenarra close, westwood homestead, 03 64377654, 6224887, 2, NoRole
rec-7077-dup-1, ind, f, 24, 19940529, ms, nicsoyss, sakhrani, nsw, kingstqon, 6151, 5, noel ryan garden, , 08 94700402, 4790418, 9, NoRole
rec-3169-dup-1, vie, , 1 , 20060413, mr, jc  , lam, , milang, 2526, 23, villagec e ntre, kin r ss, 07 54616789, 4968241, 1, NoRole
rec-1362-org,   spa, f, 29, 19891012, ms, daniel, roybal, nsw, guerilla bay, 4300, 8, tuck place, greenslopes, 2 65863231, 4829057, 0, NoRole
rec-1092-org,   ind, m, 29, 19891001, ms, bryce, harisinghani, vic, balmoral, 2902, 11, de burgh street, grangemouth, 08 03866549, 6872531, 4, NoRole
rec-3477-org,   eng, f, 25, , , connor, dukeson, nsw, gunning, 3141, 19, streeton drive, wendley park, 612 04555463, 8134410, 6, NoRole
rec-8065-dup-2, chi, , 24, 19950602, , caitlin, nau, nsw, mount vernon, 4121, 23, bullock circuit, westcourt, 612 26893070, 1780326, 1, NoRole
rec-1723-dup-0, hun, f, 35, 19830616, , aleantra, stoÓ, vic, booahhaman nordh, 4870, 31, , purunda, 8 48094257, 7516258, 8, NoRole
rec-4465-org,   chi, f, 27, , sgt, judah, chun, nsw, bexhill, 4207, 57, marston place, , 612 94933954, 8488270, 7, NoRole
rec-3221-org,   ser, f, 30, 19880615, , brodee, pecur, nsw, exeter, 5270, 7, watts street, , 612 90227728, 4203646, 7, NoRole
rec-6454-org,   eng, f, , 19060927, ms, kobe, hambledon, nsw, koorawatha, 4306, 7, cheeseman place, eagle view, 2 28202760, 7569866, 2, NoRole
rec-395-org,   chi, , 38, 19800119, mr, isabella, dzang, vic, greta, 3765, 68, ipima street, , 618 41309520, 3761833, 0, NoRole
rec-3366-org,   ind, , 29, 19890615, , zane, labhsha, tas, south arm, 6061, 190, karri street, , 07 06399822, 4380088, 3, NoRole
rec-9621-org,   usa, f, 25, 19930620, , dylan, craft, wa, moulyinning, 2460, 54, lee-steere crescent, , 08 50425052, 6938753, 2, NoRole
rec-2961-org,   unk, m, 9, , ms, andrea, strawbridge, nsw, marmong point, 3016, 16, doyle terrace, old kapoola, 612 64324206, 9991407, 0, NoRole
rec-7065-org,   usa, m, , 19750205, , samuel, solis, wa, leeming, 2103, 22, earle place, , 08 01362785, 3250377, 3, NoRole
rec-1761-org,   eng, f, 35, 19831103, ms, zac, hawk, sa, mount pleasant, 4011, 9, fullagar crescent, , 03 28321960, 6730945, 3, NoRole
